HHID,province,district_real,altitude_m,farm_size_ha,soil_ph,nitrogen,phosphorus,potassium,soc,annual_rainfall_mm,avg_temperature_C,avg_humidity_pct,used_improved_seed,used_inorganic_fert,used_organic_fert,used_pesticide,used_irrigation,soil_measures_count,num_crops_grown,grew_maize,grew_beans,grew_cassava,grew_rice,grew_irish_potato,grew_tomato,grew_sweet_potato,grew_banana,yield_maize_t_ha,yield_beans_t_ha,yield_cassava_t_ha,yield_rice_t_ha,yield_irish_potato_t_ha,yield_tomato_t_ha,yield_sweet_potato_t_ha,yield_banana_t_ha,recommended_crop,recommended_confidence,weight
HHD130567,Kigali,Gasabo,1394,0.54,6.09,0.304,0.079,0.664,3.61,634.9,20.07,80.5,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,,,,7.51,,,,26.33,banana,0.778,1.694
HHD130568,Eastern,Nyagatare,1304,0.3,6.43,0.368,0.014,0.087,4.2,1049.8,22.27,69.7,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,,1.44,,,,,,10.67,banana,0.881,1.33
HHD130569,Eastern,Bugesera,1199,0.1,6.14,0.302,0.151,0.396,2.18,1174.3,23.05,69.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1.41,,,,,,,beans,1.0,1.842
HHD130570,Kigali,Nyarugenge,1412,1.15,4.76,0.293,0.189,0.188,2.44,689.6,20.0,83.4,0,1,1,0,0,0,2,0,0,0,0,0,1,0,1,,,,,,24.85,,24.97,banana,0.501,3.197
HHD130571,Kigali,Nyarugenge,1332,1.15,5.44,0.2,0.103,0.182,4.05,1000.3,21.36,78.6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,,,,,,,12.1,18.81,banana,0.609,3.183
HHD130572,Northern,Gicumbi,1754,0.15,6.44,0.523,0.005,0.738,5.18,842.7,23.49,75.1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,5.58,,,,,rice,1.0,3.076
HHD130573,Southern,Muhanga,1591,2.31,5.34,0.11,0.087,0.169,3.52,1103.8,24.42,63.8,0,0,0,0,0,2,3,1,0,0,0,0,1,1,0,5.57,,,,,21.04,17.63,,tomato,0.476,2.39
HHD130574,Western,Rubavu,1329,1.96,6.2,0.563,0.033,0.367,1.08,1290.4,19.66,60.7,1,0,0,0,0,1,3,1,0,0,1,0,0,1,0,7.18,,,6.49,,,17.67,,sweet_potato,0.564,2.193
HHD130575,Northern,Gicumbi,1763,2.44,6.06,0.235,0.099,0.035,3.23,399.7,24.22,66.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,24.75,banana,1.0,3.301
HHD130576,Northern,Gakenke,1878,0.63,5.91,0.526,0.064,0.422,3.02,1122.2,25.94,79.4,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,,1.44,,,,,10.04,,sweet_potato,0.875,3.905
HHD130577,Eastern,Ngoma,1318,1.28,5.98,0.38,0.161,0.337,4.77,812.8,23.2,54.5,1,1,0,0,0,2,3,1,1,0,0,1,0,0,0,5.53,2.82,,,21.14,,,,irish_potato,0.717,0.405
HHD130578,Kigali,Nyarugenge,1501,0.73,5.83,0.341,0.105,0.02,2.38,848.9,23.43,65.6,0,1,0,0,1,0,3,0,1,1,0,0,0,1,0,,1.89,12.22,,,,11.4,,cassava,0.479,4.279
HHD130579,Southern,Muhanga,1579,0.99,6.04,0.133,0.117,0.134,3.69,501.3,20.75,68.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,15.62,,,,irish_potato,1.0,1.447
HHD130580,Northern,Burera,1786,1.93,5.75,0.308,0.061,0.388,2.25,1112.7,22.01,66.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4.45,,,,,,,,maize,1.0,3.675
HHD130581,Eastern,Nyagatare,1347,3.14,6.57,0.566,0.178,0.247,2.65,664.1,19.78,55.2,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,4.37,2.47,,,,,,29.2,banana,0.81,1.442
HHD130582,Western,Rutsiro,1456,1.32,5.6,0.183,0.071,0.249,3.93,625.1,21.43,72.6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,28.16,banana,1.0,0.576
HHD130583,Eastern,Nyagatare,1184,2.25,6.6,0.569,0.212,0.812,4.03,960.7,22.86,67.3,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,,,18.96,,,,,,cassava,1.0,3.448
HHD130584,Southern,Gisagara,1612,0.49,4.79,0.238,0.062,0.602,5.09,1174.4,21.43,71.8,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,,,,4.05,16.15,,,,irish_potato,0.8,0.944
HHD130585,Eastern,Bugesera,1105,0.4,5.87,0.298,0.171,0.02,5.09,576.7,26.68,73.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,13.84,,,tomato,1.0,6.211
HHD130586,Kigali,Gasabo,1457,1.25,5.96,0.177,0.062,0.764,2.85,822.4,26.74,83.7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,,17.76,,,,,,cassava,1.0,2.873
HHD130587,Northern,Gicumbi,1833,0.94,6.52,0.149,0.097,0.64,1.88,620.5,20.63,68.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,9.87,,,,irish_potato,1.0,5.403
HHD130588,Southern,Huye,1693,2.42,5.6,0.373,0.085,0.664,0.46,693.0,20.11,75.8,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,,,,7.16,,,,32.92,banana,0.821,1.675
HHD130589,Southern,Nyamagabe,1508,0.19,6.64,0.669,0.188,0.659,2.77,824.8,30.0,75.6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,16.73,,,,irish_potato,1.0,3.771
HHD130590,Northern,Musanze,1782,1.3,6.27,0.401,0.045,0.738,3.06,805.3,21.37,73.2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,,,,,22.65,25.59,,,tomato,0.53,2.599
HHD130591,Northern,Gakenke,1884,0.92,5.6,0.264,0.142,0.467,1.66,657.3,24.99,76.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,12.05,,sweet_potato,1.0,0.636
HHD130592,Western,Nyabihu,1323,0.58,5.67,0.484,0.098,0.605,3.05,833.0,20.83,69.4,1,0,1,1,0,0,3,0,0,1,0,0,1,1,0,,,18.11,,,18.45,11.27,,tomato,0.386,1.524
HHD130593,Northern,Musanze,1787,0.61,5.18,0.331,0.024,0.758,1.35,1041.6,17.76,82.7,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,1.0,,,9.45,,,,irish_potato,0.904,2.818
HHD130594,Eastern,Nyagatare,1344,2.13,6.51,0.381,0.096,0.322,2.34,1035.1,22.42,83.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,31.56,banana,1.0,0.607
HHD130595,Kigali,Nyarugenge,1504,0.96,5.65,0.495,0.052,0.14,2.18,753.5,18.35,67.3,1,0,1,0,0,1,2,0,0,0,0,1,1,0,0,,,,,11.36,24.21,,,tomato,0.681,4.039
HHD130596,Southern,Huye,1712,0.84,5.88,0.474,0.124,0.41,3.32,632.8,26.04,75.3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,,,,,,19.02,,19.27,banana,0.503,0.074
HHD130597,Southern,Muhanga,1611,1.42,6.64,0.269,0.225,0.389,2.19,700.1,26.26,74.5,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,6.27,,,,,25.0,,,tomato,0.799,4.208
HHD130598,Southern,Muhanga,1733,1.78,5.91,0.457,0.198,0.226,3.07,845.7,25.52,75.1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,28.01,,,,irish_potato,1.0,3.716
HHD130599,Southern,Muhanga,1727,0.36,5.76,0.194,0.131,0.328,2.0,936.5,23.86,72.6,1,1,1,1,0,1,3,1,1,0,0,0,0,0,1,5.9,1.41,,,,,,23.4,banana,0.762,5.156
HHD130600,Eastern,Bugesera,1132,0.51,6.41,0.227,0.124,0.23,1.1,893.3,20.91,82.8,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,,,7.81,,12.04,,,,irish_potato,0.607,3.059
HHD130601,Kigali,Nyarugenge,1448,0.5,5.15,0.394,0.154,0.237,4.38,813.3,22.26,98.0,0,0,0,1,0,1,2,0,1,0,0,1,0,0,0,,1.56,,,8.48,,,,irish_potato,0.845,0.829
HHD130602,Eastern,Gatsibo,1205,0.81,5.33,0.353,0.12,0.418,2.5,909.4,21.37,53.2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,21.05,banana,1.0,2.539
HHD130603,Southern,Ruhango,1574,0.98,5.9,0.443,0.054,0.264,2.38,1054.4,20.3,66.8,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,,1.18,,,,21.29,,,tomato,0.947,1.41
HHD130604,Southern,Muhanga,1745,1.6,5.71,0.188,0.114,0.359,1.62,845.4,24.41,81.3,0,1,1,0,1,0,3,0,1,0,0,0,1,0,1,,2.76,,,,28.96,,23.43,tomato,0.525,2.706
HHD130605,Western,Rubavu,1365,1.35,6.62,0.209,0.095,0.294,1.88,992.9,27.86,66.1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,,12.42,,,,,,cassava,1.0,4.799
HHD130606,Northern,Gicumbi,1796,0.76,6.43,0.121,0.15,0.29,1.27,964.4,24.47,86.2,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,3.19,,10.11,,,,,14.64,banana,0.524,0.951
HHD130607,Northern,Gakenke,1889,1.46,6.23,0.239,0.291,0.209,3.08,1047.9,23.56,68.3,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,4.6,,,,,21.22,,,tomato,0.822,3.119
HHD130608,Kigali,Nyarugenge,1421,1.66,6.55,0.334,0.172,0.444,3.66,1149.0,22.59,68.3,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,,,,4.42,,,17.53,,sweet_potato,0.799,0.503
HHD130609,Eastern,Gatsibo,1098,0.45,5.88,0.423,0.167,0.427,2.97,687.5,23.57,79.7,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,14.8,,sweet_potato,1.0,1.989
HHD130610,Eastern,Bugesera,1205,0.06,5.78,0.101,0.128,0.479,1.77,1194.1,24.74,86.3,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,,,,,,15.1,8.62,,tomato,0.637,0.948
HHD130611,Southern,Gisagara,1503,0.37,6.08,0.373,0.153,0.383,3.08,723.9,22.69,69.4,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4.61,,,,,,,,maize,1.0,1.088
HHD130612,Southern,Gisagara,1619,1.28,5.7,0.196,0.154,0.577,1.54,1039.1,21.42,57.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,20.03,,,tomato,1.0,3.479
HHD130613,Kigali,Nyarugenge,1437,0.74,5.98,0.341,0.061,0.14,0.2,1261.5,27.31,69.3,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,,,,6.63,,,,,rice,1.0,3.344
HHD130614,Southern,Nyamagabe,1426,0.32,5.12,0.257,0.22,0.043,2.38,767.5,26.88,70.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,6.09,,,,,,cassava,1.0,1.143
HHD130615,Southern,Nyamagabe,1539,1.53,5.17,0.242,0.123,0.542,3.04,641.9,19.73,78.4,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,,,22.51,,,,16.44,,cassava,0.578,3.408
HHD130616,Southern,Huye,1600,2.66,5.04,0.568,0.005,0.1,1.34,747.6,23.36,84.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,16.28,,,,,,cassava,1.0,3.52
HHD130617,Eastern,Bugesera,1189,0.81,6.27,0.365,0.152,0.636,5.57,816.7,21.7,77.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,16.56,,,,irish_potato,1.0,1.137
HHD130618,Kigali,Nyarugenge,1463,1.82,5.38,0.352,0.039,0.417,2.73,915.9,21.17,76.1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,,17.93,,,,,,cassava,1.0,0.995
HHD130619,Southern,Nyaruguru,1624,3.06,5.37,0.49,0.097,0.34,3.57,541.1,19.57,69.6,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,,,,,,,27.65,40.39,banana,0.594,6.443
HHD130620,Kigali,Nyarugenge,1454,0.28,6.88,0.029,0.128,0.263,3.57,957.9,27.31,66.4,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,,1.04,11.81,,,,7.79,,cassava,0.572,5.491
HHD130621,Kigali,Nyarugenge,1466,1.68,5.98,0.02,0.167,0.285,0.75,1155.0,25.89,76.8,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,,,15.34,,22.05,,,,irish_potato,0.59,1.388
HHD130622,Western,Ngororero,1439,0.59,5.25,0.49,0.219,0.182,3.62,876.2,22.98,75.4,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,,,12.18,,,,,,cassava,1.0,1.111
HHD130623,Northern,Musanze,1653,0.65,5.84,0.315,0.223,0.641,3.3,1120.8,23.08,59.1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,,,,6.08,10.65,13.88,,,tomato,0.453,0.431
HHD130624,Southern,Nyaruguru,1591,0.17,6.87,0.578,0.11,0.21,2.45,883.6,21.06,61.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,3.41,,,,,rice,1.0,4.18
HHD130625,Western,Rubavu,1328,2.16,6.03,0.401,0.173,0.164,0.49,748.6,24.13,69.9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,5.53,,,,,,,24.23,banana,0.814,1.011
HHD130626,Northern,Musanze,1729,0.4,6.15,0.09,0.143,0.702,2.08,1016.0,21.44,86.2,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,,,11.84,4.37,,10.17,,,cassava,0.449,0.636
HHD130627,Kigali,Nyarugenge,1432,1.78,5.67,0.443,0.183,0.526,2.86,1271.1,22.39,72.5,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,31.8,,,tomato,1.0,2.487
HHD130628,Southern,Huye,1541,1.95,5.32,0.464,0.146,0.127,2.32,712.0,19.65,81.3,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,,1.7,,6.12,,,,,rice,0.783,2.479
HHD130629,Western,Rubavu,1318,2.0,5.43,0.447,0.076,0.573,2.45,970.0,24.24,61.6,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,26.61,,sweet_potato,1.0,0.432
HHD130630,Southern,Muhanga,1667,0.15,5.2,0.557,0.035,0.02,2.02,795.3,20.27,82.9,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,,1.16,,,9.54,,,,irish_potato,0.892,0.722
HHD130631,Northern,Burera,1682,1.35,6.83,0.381,0.053,0.438,0.38,1248.7,22.7,86.4,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,,,,,,,10.64,,sweet_potato,1.0,2.189
HHD130632,Western,Rutsiro,1373,0.03,5.98,0.431,0.183,0.515,2.57,1093.3,23.75,65.6,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,16.63,,,tomato,1.0,0.845
HHD130633,Southern,Nyaruguru,1566,0.57,5.96,0.216,0.022,0.458,4.42,724.7,21.55,79.7,1,0,1,0,0,1,2,0,0,1,0,1,0,0,0,,,16.61,,15.02,,,,cassava,0.525,0.614
HHD130634,Southern,Gisagara,1467,2.7,6.22,0.202,0.005,0.128,3.68,1119.4,22.61,68.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,20.49,,,tomato,1.0,6.779
HHD130635,Southern,Gisagara,1622,3.09,5.91,0.131,0.069,0.283,2.63,1066.2,24.2,75.6,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,,,22.56,11.49,,,,,cassava,0.663,2.618
HHD130636,Western,Rubavu,1311,1.57,5.85,0.173,0.065,0.366,4.08,908.6,23.7,65.7,1,0,1,0,0,0,2,0,0,0,0,0,0,1,1,,,,,,,16.34,27.3,banana,0.626,1.505
HHD130637,Eastern,Rwamagana,1130,0.71,5.84,0.234,0.155,0.387,1.64,992.3,19.55,66.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,10.91,,sweet_potato,1.0,1.002
HHD130638,Western,Ngororero,1556,1.84,5.37,0.208,0.207,0.02,2.55,697.8,25.7,71.4,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,5.46,,,,,,,,maize,1.0,0.409
HHD130639,Eastern,Nyagatare,1190,1.36,5.49,0.237,0.005,0.622,3.1,711.3,19.1,88.1,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,,,,6.13,,,12.35,,sweet_potato,0.668,6.601
HHD130640,Kigali,Kicukiro,1304,1.5,5.58,0.434,0.208,0.649,1.58,977.8,22.89,71.1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,3.91,,,,22.99,,15.24,,irish_potato,0.546,1.308
HHD130641,Kigali,Nyarugenge,1365,1.43,5.41,0.211,0.161,0.46,2.52,859.0,24.23,93.3,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,,2.05,,,14.37,,,,irish_potato,0.875,2.345
HHD130642,Northern,Musanze,1739,1.37,5.54,0.02,0.037,0.656,3.02,619.3,24.61,67.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,36.09,banana,1.0,0.841
HHD130643,Northern,Gakenke,1925,1.25,5.09,0.485,0.172,0.605,3.65,1047.9,24.38,86.9,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,5.06,2.68,,,,,10.39,,sweet_potato,0.573,1.632
HHD130644,Kigali,Nyarugenge,1336,0.06,5.96,0.415,0.178,0.289,2.72,910.8,22.33,52.3,1,0,0,0,0,2,3,0,1,0,0,1,0,1,0,,1.12,,,9.14,,6.75,,irish_potato,0.537,3.321
HHD130645,Southern,Gisagara,1637,2.39,5.91,0.65,0.096,0.216,1.46,1006.9,20.89,73.8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,21.32,,,,irish_potato,1.0,0.819
HHD130646,Kigali,Nyarugenge,1499,1.98,7.33,0.604,0.167,0.444,2.85,675.8,21.63,85.0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,5.06,3.17,,,,,,,maize,0.615,3.088
HHD130647,Kigali,Nyarugenge,1365,0.42,5.74,0.793,0.212,0.459,0.98,831.0,21.55,76.6,0,0,0,0,0,2,3,0,0,0,1,1,0,1,0,,,,6.17,12.6,,10.62,,irish_potato,0.429,1.568
HHD130648,Eastern,Bugesera,1233,0.08,6.16,0.346,0.152,0.777,2.3,955.4,19.46,77.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,14.41,,,,,,cassava,1.0,0.996
HHD130649,Northern,Musanze,1731,1.77,6.89,0.045,0.087,0.592,4.53,953.9,20.47,88.8,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,,,20.5,,22.06,,,,irish_potato,0.518,3.472
HHD130650,Southern,Nyamagabe,1527,1.98,5.26,0.646,0.256,0.474,3.28,1099.8,21.6,86.0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,,,,7.86,,,,,rice,1.0,1.973
HHD130651,Eastern,Gatsibo,1228,0.05,5.37,0.206,0.187,0.317,1.32,841.6,19.31,89.7,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,,,,,13.66,,,,irish_potato,1.0,3.257
HHD130652,Southern,Gisagara,1501,0.04,6.99,0.189,0.06,0.053,2.51,1200.1,24.37,67.2,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,2.13,,,4.1,,,,,rice,0.658,0.608
HHD130653,Western,Ngororero,1512,0.01,5.54,0.337,0.059,0.492,3.66,788.2,22.41,82.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,14.36,,,tomato,1.0,1.188
HHD130654,Southern,Gisagara,1616,0.82,6.27,0.085,0.178,0.4,3.6,1000.0,19.77,83.6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,15.48,banana,1.0,0.58
HHD130655,Northern,Rulindo,1758,4.06,6.43,0.49,0.132,0.556,0.45,1343.7,15.28,63.5,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,,,,,,21.13,15.62,,tomato,0.575,2.279
HHD130656,Kigali,Nyarugenge,1448,1.28,5.94,0.365,0.098,0.087,2.05,754.4,19.72,77.6,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0,,2.53,,,19.11,,,,irish_potato,0.883,4.417
HHD130657,Eastern,Gatsibo,1067,1.81,5.72,0.184,0.326,0.148,2.81,949.9,26.72,74.6,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,,1.89,,7.44,,,,,rice,0.797,1.283
HHD130658,Eastern,Bugesera,1086,1.71,6.7,0.264,0.09,0.661,2.14,599.1,19.99,70.9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,2.67,,,,,,,beans,1.0,5.307
HHD130659,Western,Karongi,1377,0.39,5.63,0.51,0.177,0.719,3.97,980.1,20.09,74.0,1,0,1,1,0,1,2,0,1,0,1,0,0,0,0,,1.91,,5.6,,,,,rice,0.746,0.993
HHD130660,Western,Nyamasheke,1417,0.65,5.42,0.196,0.229,0.571,2.73,691.0,22.56,75.4,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,,,11.74,,,,,17.16,banana,0.594,0.859
HHD130661,Kigali,Gasabo,1477,0.91,6.05,0.078,0.121,0.246,2.82,1015.0,22.67,77.5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,2.08,,,,,,,beans,1.0,1.842
HHD130662,Southern,Nyamagabe,1511,2.09,4.94,0.199,0.169,0.319,1.7,1005.2,27.26,74.9,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,,,,,,,16.87,,sweet_potato,1.0,1.733
HHD130663,Eastern,Rwamagana,1191,1.25,5.97,0.62,0.007,0.165,2.39,931.1,20.49,78.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,22.13,,,tomato,1.0,1.862
HHD130664,Kigali,Nyarugenge,1425,0.75,6.06,0.509,0.146,0.02,2.16,743.4,23.08,75.0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,1,,,,,13.01,23.34,,16.91,tomato,0.438,2.441
HHD130665,Southern,Nyaruguru,1625,1.9,5.97,0.446,0.205,0.466,2.29,804.6,24.7,65.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,23.74,,,,,,cassava,1.0,0.502
HHD130666,Eastern,Rwamagana,1244,0.21,6.15,0.348,0.103,0.411,2.67,725.5,25.31,77.2,1,1,1,0,0,1,3,0,1,0,0,0,0,1,1,,1.9,,,,,8.71,25.4,banana,0.705,0.77
HHD130667,Eastern,Bugesera,1098,1.07,6.01,0.24,0.115,0.103,2.72,864.6,20.88,75.3,0,1,1,1,0,1,2,0,0,0,1,1,0,0,0,,,,6.1,17.03,,,,irish_potato,0.736,0.62
HHD130668,Eastern,Rwamagana,1164,0.13,6.48,0.326,0.173,0.253,0.86,1031.6,21.65,94.0,1,0,0,0,0,2,3,0,0,0,0,0,1,1,1,,,,,,15.02,6.73,18.69,banana,0.462,1.408
HHD130669,Western,Ngororero,1425,1.01,6.58,0.134,0.222,0.02,4.0,912.9,23.05,61.9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,15.32,,,tomato,1.0,0.82
HHD130670,Southern,Gisagara,1532,2.28,6.29,0.315,0.19,0.02,0.2,830.9,20.95,67.5,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,,,,,,,15.87,,sweet_potato,1.0,2.286
HHD130671,Eastern,Bugesera,1180,1.33,6.79,0.12,0.075,0.662,1.43,1203.8,20.1,78.8,1,1,0,0,0,1,3,1,1,0,0,0,0,1,0,5.85,2.29,,,,,16.27,,sweet_potato,0.667,1.146
HHD130672,Eastern,Nyagatare,1281,2.41,4.88,0.203,0.233,0.645,2.79,950.9,26.34,72.7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,10.05,,,,,rice,1.0,3.186
HHD130673,Southern,Muhanga,1680,0.08,5.07,0.251,0.176,0.487,4.23,797.4,21.1,82.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,8.86,,,,,,cassava,1.0,1.712
HHD130674,Southern,Nyaruguru,1525,2.45,6.04,0.21,0.151,0.02,0.53,789.9,18.64,79.5,0,1,1,1,0,0,3,1,0,1,0,0,1,0,0,5.97,,20.4,,,31.53,,,tomato,0.545,0.78
HHD130675,Northern,Gicumbi,1862,0.58,5.41,0.435,0.07,0.617,2.69,675.6,22.98,63.4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,6.13,,,,,rice,1.0,1.076
HHD130676,Southern,Muhanga,1591,0.2,6.74,0.605,0.13,0.967,3.4,1074.3,17.3,74.4,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,,,15.59,4.3,,,,,cassava,0.784,1.804
HHD130677,Eastern,Nyagatare,1298,0.62,6.92,0.423,0.192,0.209,2.66,808.4,24.94,68.7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,24.6,,,tomato,1.0,2.022
HHD130678,Southern,Nyamagabe,1442,2.65,6.17,0.388,0.17,0.119,1.16,925.2,22.31,83.1,1,1,0,1,0,0,3,0,0,1,0,1,0,1,0,,,35.45,,24.11,,23.27,,cassava,0.428,3.58
HHD130679,Western,Ngororero,1395,0.69,6.98,0.231,0.099,0.568,4.41,649.4,22.82,78.8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,1.6,,,,,,,beans,1.0,2.421
HHD130680,Kigali,Nyarugenge,1423,0.42,5.53,0.266,0.11,0.03,2.97,965.6,19.31,74.7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,1.55,,,,,,,beans,1.0,3.223
HHD130681,Southern,Muhanga,1559,2.75,5.33,0.313,0.296,0.706,4.67,551.2,21.46,75.1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,5.34,,25.23,9.88,,,,,cassava,0.624,1.87
HHD130682,Southern,Ruhango,1644,1.75,6.17,0.365,0.29,0.099,1.36,736.0,21.38,62.4,0,1,0,0,1,0,3,0,0,0,0,1,0,1,1,,,,,19.54,,14.31,37.32,banana,0.524,1.53
HHD130683,Western,Ngororero,1431,2.35,6.9,0.298,0.152,0.832,2.04,998.7,21.18,80.1,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,,,,12.06,,,,,rice,1.0,4.237
HHD130684,Eastern,Bugesera,1088,0.67,5.94,0.184,0.142,0.518,2.22,942.0,22.09,67.4,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,13.18,,sweet_potato,1.0,0.686
HHD130685,Northern,Musanze,1744,0.29,7.01,0.111,0.092,0.225,2.51,968.3,16.68,62.4,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,2.74,,,,,,,25.44,banana,0.903,1.782
HHD130686,Kigali,Kicukiro,1456,1.59,6.55,0.04,0.218,0.326,3.14,896.0,20.15,74.9,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5.24,,,,,,,,maize,1.0,1.892
HHD130687,Northern,Gicumbi,1756,1.97,5.94,0.339,0.23,0.208,1.03,1015.5,20.75,73.4,0,1,0,0,0,1,2,0,0,1,0,0,0,1,0,,,17.62,,,,18.04,,sweet_potato,0.506,3.199
HHD130688,Southern,Gisagara,1490,0.65,5.12,0.464,0.124,0.048,2.54,970.9,24.48,72.5,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,,,9.98,,,,,22.77,banana,0.695,1.258
